,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1078,Monique Curet,Fuel containing 15% ethanol will ruin a car engine.,Facebook posts,"April 18, 2022",barely-true,FAKE,0
1079,Samantha Putterman,Ukraine was responsible for the Kramatorsk train station bombing.,Facebook posts,"April 18, 2022",false,FAKE,0
1080,Jeff Cercone,"MSNBC’s Mika Brzezinski said, “Elon Musk is trying to control how people think. That’s our job.”",Facebook posts,"April 18, 2022",false,FAKE,0
1081,Ciara O'Rourke,"Says Adolf Hitler said, “The day mankind finds out what I was trying to defend this nation, Germany, from, then that’s the day World War III starts.”",Viral image,"April 18, 2022",false,FAKE,0
1082,Sara Swann,“It’s been proven that sugar triggers and causes cancer. … So the best thing to do to prevent cancer is to avoid sugar.”,Facebook posts,"April 18, 2022",barely-true,FAKE,0
1083,Yacob Reyes,George Soros injected “$33 million” into Black Lives Matter.,Facebook posts,"April 18, 2022",false,FAKE,0
1084,Yacob Reyes,"“Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.”",Facebook posts,"April 18, 2022",false,FAKE,0
1085,Samantha Putterman,“Leftist justice reform” is the reason that the NYC subway shooting suspect wasn’t in jail at the time of the attack.,Facebook posts,"April 18, 2022",false,FAKE,0
1086,Analisa Trofimuk,"The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are ""reversible.""",Mary Miller,"April 17, 2022",false,FAKE,0
1087,Jill Terreri,“Cities in notoriously ‘tough on crime’ states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.”,Crystal Peoples-Stokes,"• April 16,",half-true,FAKE,0
1088,Madeline Heim,"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”",Sarah Godlewski,"April 15, 2022",barely-true,FAKE,0
1089,Tom Kertscher,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""",Dave McCormick,"April 15, 2022",mostly-true,FAKE,0
1090,Samantha Putterman,McDonald’s added xylitol to its ice cream which is toxic to dogs.,Facebook posts,"April 14, 2022",false,FAKE,0
1091,Samantha Putterman,The Brooklyn subway attack was a false flag.,Facebook posts,"April 14, 2022",pants-fire,FAKE,0
1092,Gabrielle Settles,“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.,Facebook posts,"April 14, 2022",false,FAKE,0
1093,Tom Kertscher,"Brian Kemp ""dismissed concerns about voter fraud in the 2020 election"" and ""widespread illegal ballot harvesting continued, electing two Democrat senators.""",Get Georgia Right,"April 14, 2022",false,FAKE,0
1094,Andy Nguyen,"""Joe Biden is giving smartphones away to illegal border crossers.”",Facebook posts,"April 14, 2022",half-true,FAKE,0
1095,Jeff Cercone,“A bird pooped on Joe Biden during his speech” in Iowa.,Facebook posts,"April 13, 2022",false,FAKE,0
1096,Monique Curet,Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”,TikTok posts,"April 13, 2022",false,FAKE,0
1097,Monique Curet,Suggests ivermectin is an effective treatment for COVID-19,One America News,"April 13, 2022",false,FAKE,0
1098,Ciara O'Rourke,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,Tweets,"April 13, 2022",false,FAKE,0
1099,Ciara O'Rourke,Gilbert Gottfried died from the COVID-19 vaccine.,Tweets,"April 13, 2022",false,FAKE,0
1100,Laura Schulte,“As your Lieutenant Governor…I cut your taxes.”,Rebecca Kleefisch,"April 13, 2022",barely-true,FAKE,0
1101,Samantha Putterman,"Disney+ has had over 350,000 cancellations in the last five days.",Facebook posts,"April 12, 2022",false,FAKE,0
1102,Gabrielle Settles,The chairman of Virginia’s Republican Party made a “shockingly racist post” about Defense Secretary Lloyd Austin.,Occupy Democrats,"April 12, 2022",false,FAKE,0
1103,Ciara O'Rourke,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.,Viral image,"April 12, 2022",pants-fire,FAKE,0
1104,Yacob Reyes,"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",Joe Biden,"April 12, 2022",false,FAKE,0
1105,Jeff Cercone,Poland palace that Biden visited is fake.,Facebook posts,"April 12, 2022",false,FAKE,0
1106,Ciara O'Rourke,Ukraine is the “money laundering and child sex trafficking capital of the world!”,Viral image,"April 12, 2022",false,FAKE,0
1107,Madison Czopek,People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.,Facebook posts,"April 12, 2022",false,FAKE,0
1108,Samantha Putterman,The COVID-19 vaccines contain “HIV lipid wrappers.”,Facebook posts,"April 12, 2022",pants-fire,FAKE,0
1109,Monique Curet,"""Special Forces arrest Deep State Dr. Anthony Fauci.""",Instagram posts,"April 12, 2022",pants-fire,FAKE,0
1110,Warren Fiske,“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”,Democratic Party of Virginia,"April 12, 2022",false,FAKE,0
1111,Tom Kertscher,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,Evan McMullin,"April 11, 2022",half-true,FAKE,0
1112,Monique Curet,"As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”",Facebook posts,"April 11, 2022",barely-true,FAKE,0
1113,Yacob Reyes,New York City is “wasting taxpayer money on” billboards in Florida.,Ron DeSantis,"April 11, 2022",false,FAKE,0
1114,Gabrielle Settles,Disney CEO Bob Chapek was arrested for human trafficking.,Instagram posts,"April 8, 2022",pants-fire,FAKE,0
1115,Andy Nguyen,"“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”",Tweets,"April 8, 2022",pants-fire,FAKE,0
1116,Jeff Cercone,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,Facebook posts,"April 8, 2022",false,FAKE,0
1117,Monique Curet,“German perverts open bestiality brothels.”,Michael Knowles,"April 8, 2022",false,FAKE,0
1118,D.L. Davis,"""The price of insulin has been jacked up by Big Drug Corporations.”",Tammy Baldwin,"April 8, 2022",half-true,FAKE,0
1119,Ciara O'Rourke,Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,Viral image,"April 8, 2022",pants-fire,FAKE,0
1120,Samantha Putterman,John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”,Facebook posts,"April 8, 2022",false,FAKE,0
1121,Tom Kertscher,"“A secret backroom deal"" gave ""away hundreds of millions of tax dollars to a Soros-owned company.""",David Perdue,"April 8, 2022",barely-true,FAKE,0
1122,Madeline Heim,"“Over the course of two months, Tony Evers refused to remove (Curtis Schmitt Jr.) from the (state’s veterans) Board despite having the authority to do (so).”",Kevin Nicholson,"April 8, 2022",false,FAKE,0
1123,Monique Curet,Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.,Facebook posts,"April 8, 2022",pants-fire,FAKE,0
1124,Amy Sherman,"“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country.""",J.D. Vance,"April 8, 2022",false,FAKE,0
1125,Jeff Cercone,Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.,Facebook posts,"April 7, 2022",false,FAKE,0
1126,Monique Curet,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",Facebook posts,"April 7, 2022",pants-fire,FAKE,0
1127,Sara Swann,"“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”",Facebook posts,"April 7, 2022",false,FAKE,0
1128,Gabrielle Settles,"“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”",Facebook posts,"April 7, 2022",false,FAKE,0
1129,Jeff Cercone,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,Instagram posts,"April 7, 2022",false,FAKE,0
1130,Lauren White,Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,Jennifer Konfrst,"April 7, 2022",true,REAL,1
1131,Ciara O'Rourke,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",Tweets,"April 7, 2022",false,FAKE,0
1132,Bill McCarthy,"Josh Mandel doctored an image in a campaign ad but ""forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier.""",Occupy Democrats,"April 7, 2022",false,FAKE,0
1133,Monique Curet,"""Biden changes his mind and now wants to resume building Trump’s wall.""",Facebook posts,"April 7, 2022",false,FAKE,0
1134,Monique Curet,Sudden death in adults and Sudden Infant Death Syndrome are caused by vaccines.,Facebook posts,"April 6, 2022",false,FAKE,0
1135,Monique Curet,A photo shows a helicopter rescue mission in Afghanistan where wounded men were loaded onboard.,Facebook posts,"April 6, 2022",false,FAKE,0
1136,Jon Greenberg,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”",Marjorie Taylor Greene,"April 6, 2022",pants-fire,FAKE,0
1137,Tom Gaughan,"Gov. Kathy Hochul’s “record” includes “firing” 34,000 health care workers.",Rob Astorino,"April 6, 2022",half-true,FAKE,0
1138,Jon Greenberg,"In cutting greenhouse gas emissions, the United States is “the leader in the world by far.”",Dan Sullivan,"April 6, 2022",half-true,FAKE,0
1139,Samantha Putterman,The FBI lost Hunter Biden’s laptop.,Donald Trump Jr.,"April 6, 2022",false,FAKE,0
1140,Tom Kertscher,"""John Fetterman's a self-described democratic socialist.""",Penn Progress,"April 6, 2022",false,FAKE,0
1141,Madison Czopek,“California introduces new bill that would allow mothers to kill their babies up to 7 days after birth.”,Facebook posts,"April 6, 2022",false,FAKE,0
1142,Tom Kertscher,"“Senate Republicans’ plan"" would ""end Social Security"" and ""end Medicare.""",Democratic Senatorial Campaign Committee,"April 6, 2022",barely-true,FAKE,0
1143,Bill McCarthy,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,Tweets,"April 5, 2022",false,FAKE,0
1144,Jeff Cercone,Pfizer paid “$2.8 million bribe payment” to the FDA for COVID-19 vaccine approval.,Tweets,"April 5, 2022",false,FAKE,0
1145,Bill McCarthy,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",Facebook posts,"April 5, 2022",false,FAKE,0
1146,Samantha Putterman,Says New Zealand Prime Minister Jacinda Ardern said her country doesn’t have to deal with the “rage of older white men” because “we’ve never allowed Rupert Murdoch to set up a media outlet here.”,Instagram posts,"April 5, 2022",false,FAKE,0
1147,Bill McCarthy,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",Russian Ministry of Defense,"April 4, 2022",false,FAKE,0
1148,Nusaiba Mizan,"""As compared to last year, Texas has about 15% more power generation capacity.""",Greg Abbott,"April 4, 2022",mostly-true,FAKE,0
1149,Louis Jacobson,"The economy was ""dead in the water when we got here. Virtually no jobs created.""",Ron Klain,"April 4, 2022",barely-true,FAKE,0
1150,Jon Greenberg,"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",Mike Gibbons,"April 4, 2022",pants-fire,FAKE,0
1151,Paul Specht,"“The House voted to cap insulin prices to $35/month, just $420 each year! Richard Hudson voted NO.”",Ben Clark,"April 4, 2022",false,FAKE,0
1152,Sara Swann,"“Democrat’s New Plan: Tax billionaires to lower the deficit by $1 TRILLION and fund clean energy independence. Republican’s New Plan: Raise taxes on households earning less than $50,000 by an ADDITIONAL $4,500 after CUTTING taxes for the rich.”",Facebook posts,"April 4, 2022",barely-true,FAKE,0
1153,Tom Kertscher,"Says Mike Gibbons said ""military service doesn't count as real work.""",Josh Mandel,"April 1, 2022",false,FAKE,0
1154,D.L. Davis,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",Wisconsin Manufacturers and Commerce,"April 1, 2022",half-true,FAKE,0
1155,Jill Terreri,"A baby’s immune system can’t handle antigens from vaccines, because new food must be introduced slowly to identify allergic reactions.",Facebook posts,"• April 1,",false,FAKE,0
1156,Louis Jacobson,The Strategic Petroleum Reserve has “been mostly empty” for decades.,Donald Trump,"April 1, 2022",false,FAKE,0
1157,Analisa Trofimuk,“An extra 2 whole months and 15 days. That’s how long it takes for white women to make the same amount men made in the same job last year. And it's even worse for women of color.”,Tammy Duckworth,"April 1, 2022",barely-true,FAKE,0
1158,Monique Curet,"Pfizer staged the Will Smith and Chris Rock confrontation at the Academy Awards because it ""has a new alopecia medication coming out.""",Facebook posts,"March 31, 2022",false,FAKE,0
1159,Monique Curet,"Germany imposes a 19% tax on feminine hygiene products but a 7% tax on books, so one company is packaging tampons as books.",Facebook posts,"March 31, 2022",barely-true,FAKE,0
